StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q5_6_TEXT,Q6,Q6_3_TEXT,Q7,Q7_12_TEXT,Q8_NPS_GROUP,Q8,Q9,Q9_12_TEXT,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_11_TEXT,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q16,Q17,Q18_1,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q19_12,Q19_13,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q20_12,Q20_13,Q21_1,Q22,Q22_7_TEXT,Q23,Q24,Q24_13_TEXT,Q25,Q26,Q27_1,opp,transaction_id,Q_TotalDuration,QPMID,Q_BallotBoxStuffing,Q_RelevantIDDuplicate,Q_RecaptchaScore,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,RISN,rid,gc,term,PS,LS
Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Distribution Channel,User Language,Consent,Which best describes your gender?,How old are you?,Which best describes your ethnicity or race?,What is the source of your household tap water? - Selected Choice,What is the source of your household tap water? - Other (describe): - Text,What is your main source of drinking water? - Selected Choice,What is your main source of drinking water? - Other (describe): - Text,"Has your primary source of drinking water ever been impacted by any of the following issues?
Select all that apply. - Selected Choice","Has your primary source of drinking water ever been impacted by any of the following issues?
Select all that apply. - Other (describe): - Text","On a scale from 0 to 10, how safe do you believe your drinking water is for consumption? - Group","On a scale from 0 to 10, how safe do you believe your drinking water is for consumption?","To your knowledge, has your primary source of drinking water been impacted by any of the following contaminants? 

Select all that apply. - Selected Choice","To your knowledge, has your primary source of drinking water been impacted by any of the following contaminants? 

Select all that apply. - Other (describe): - Text",How familiar are you with the following contaminants of drinking water? - Disinfection byproducts (DBPs),"How familiar are you with the following contaminants of drinking water? - Fertilizers (nitrates, phosphates)","How familiar are you with the following contaminants of drinking water? - Heavy metals (lead, arsenic, mercury, etc.)",How familiar are you with the following contaminants of drinking water? - Industrial chemicals,How familiar are you with the following contaminants of drinking water? - Microplastics,How familiar are you with the following contaminants of drinking water? - PFAS (per- and polyfluoroalkyl substances),"How familiar are you with the following contaminants of drinking water? - Pathogens (bacteria, viruses, amoebas)",How familiar are you with the following contaminants of drinking water? - Pesticides,How familiar are you with the following contaminants of drinking water? - Petroleum products,How familiar are you with the following contaminants of drinking water? - Pharmaceuticals,How concerned are you about the following contaminants being in your drinking water? - Disinfection byproducts (DBPs),"How concerned are you about the following contaminants being in your drinking water? - Fertilizers (nitrates, phosphates)","How concerned are you about the following contaminants being in your drinking water? - Heavy metals (lead, arsenic, mercury, etc.)",How concerned are you about the following contaminants being in your drinking water? - Industrial chemicals,How concerned are you about the following contaminants being in your drinking water? - Microplastics,How concerned are you about the following contaminants being in your drinking water? - PFAS (per- and polyfluoroalkyl substances),"How concerned are you about the following contaminants being in your drinking water? - Pathogens (bacteria, viruses, amoebas)",How concerned are you about the following contaminants being in your drinking water? - Pesticides,How concerned are you about the following contaminants being in your drinking water? - Petroleum products,How concerned are you about the following contaminants being in your drinking water? - Pharmaceuticals,How often do you use the following sources to get information about drinking water quality? - Local news agency,How often do you use the following sources to get information about drinking water quality? - National news agency,How often do you use the following sources to get information about drinking water quality? - Local newspaper,How often do you use the following sources to get information about drinking water quality? - National newspaper,How often do you use the following sources to get information about drinking water quality? - Social media,How often do you use the following sources to get information about drinking water quality? - Radio or podcast,How often do you use the following sources to get information about drinking water quality? - Word of mouth,How often do you use the following sources to get information about drinking water quality? - Email,How often do you use the following sources to get information about drinking water quality? - Government agencies,How often do you use the following sources to get information about drinking water quality? - My water provider,How often do you use the following sources to get information about drinking water quality? - Other (describe):,How often do you use the following sources to get information about drinking water quality? - Other (describe): - Text,"For each of the following, please select the response that best fits actions you might take to improve your drinking water quality: - Drink bottled water instead of tap water","For each of the following, please select the response that best fits actions you might take to improve your drinking water quality: - Use a point-of-use water treatment system (ex: under-sink filter)","For each of the following, please select the response that best fits actions you might take to improve your drinking water quality: - Use a whole-home water treatment system","For each of the following, please select the response that best fits actions you might take to improve your drinking water quality: - Use a filtered water pitcher","For each of the following, please select the response that best fits actions you might take to improve your drinking water quality: - Use filtered water from an appliance",What level of responsibility should the following entities have for making sure drinking water is safe for consumption? - Federal government,What level of responsibility should the following entities have for making sure drinking water is safe for consumption? - State government,What level of responsibility should the following entities have for making sure drinking water is safe for consumption? - Local government,What level of responsibility should the following entities have for making sure drinking water is safe for consumption? - Water utility,What level of responsibility should the following entities have for making sure drinking water is safe for consumption? - Landlords / property managers,What level of responsibility should the following entities have for making sure drinking water is safe for consumption? - Household residents,What is your level of trust in the following entities for making sure drinking water is safe for consumption? - Federal government,What is your level of trust in the following entities for making sure drinking water is safe for consumption? - State government,What is your level of trust in the following entities for making sure drinking water is safe for consumption? - Local government,What is your level of trust in the following entities for making sure drinking water is safe for consumption? - Water utility,What is your level of trust in the following entities for making sure drinking water is safe for consumption? - Landlords / property managers,What is your level of trust in the following entities for making sure drinking water is safe for consumption? - Household residents,"To your knowledge, has your community been exposed to PFAS (per- and polyfluoroalkyl substances)?",How would you describe your knowledge about PFAS (per- and polyfluoroalkyl substances) as an environmental contaminant?,"What percentage of the U.S. population do you think has been exposed to PFAS (per- and polyfluoroalkyl substances)?
Click on the bar to adjust the number.",How familiar are you with the following items as potential sources of PFAS (per- and polyfluoroalkyl substances) contamination? - Drinking water,How familiar are you with the following items as potential sources of PFAS (per- and polyfluoroalkyl substances) contamination? - Public waterways near waste disposal sites,How familiar are you with the following items as potential sources of PFAS (per- and polyfluoroalkyl substances) contamination? - Soils near waste disposal sites,How familiar are you with the following items as potential sources of PFAS (per- and polyfluoroalkyl substances) contamination? - Dairy products,How familiar are you with the following items as potential sources of PFAS (per- and polyfluoroalkyl substances) contamination? - Fresh produce,How familiar are you with the following items as potential sources of PFAS (per- and polyfluoroalkyl substances) contamination? - Freshwater fish,How familiar are you with the following items as potential sources of PFAS (per- and polyfluoroalkyl substances) contamination? - Seafood,How familiar are you with the following items as potential sources of PFAS (per- and polyfluoroalkyl substances) contamination? - Food packaging,How familiar are you with the following items as potential sources of PFAS (per- and polyfluoroalkyl substances) contamination? - Non-stick cookware,How familiar are you with the following items as potential sources of PFAS (per- and polyfluoroalkyl substances) contamination? - Personal hygiene products,"How familiar are you with the following items as potential sources of PFAS (per- and polyfluoroalkyl substances) contamination? - Household products (fabrics, cleaning products, paints & sealants)",How familiar are you with the following items as potential sources of PFAS (per- and polyfluoroalkyl substances) contamination? - Fire extinguishing foams,How familiar are you with the following items as potential sources of PFAS (per- and polyfluoroalkyl substances) contamination? - Fertilizers from wastewater treatment plants,Please rate your intention to change your use of the following items because of their potential for PFAS (per- and polyfluoroalkyl substances) contamination: - Drinking water,Please rate your intention to change your use of the following items because of their potential for PFAS (per- and polyfluoroalkyl substances) contamination: - Public waterways near waste disposal sites,Please rate your intention to change your use of the following items because of their potential for PFAS (per- and polyfluoroalkyl substances) contamination: - Soils near waste disposal sites,Please rate your intention to change your use of the following items because of their potential for PFAS (per- and polyfluoroalkyl substances) contamination: - Dairy products,Please rate your intention to change your use of the following items because of their potential for PFAS (per- and polyfluoroalkyl substances) contamination: - Fresh produce,Please rate your intention to change your use of the following items because of their potential for PFAS (per- and polyfluoroalkyl substances) contamination: - Freshwater fish,Please rate your intention to change your use of the following items because of their potential for PFAS (per- and polyfluoroalkyl substances) contamination: - Seafood,Please rate your intention to change your use of the following items because of their potential for PFAS (per- and polyfluoroalkyl substances) contamination: - Food packaging,Please rate your intention to change your use of the following items because of their potential for PFAS (per- and polyfluoroalkyl substances) contamination: - Non-stick cookware,Please rate your intention to change your use of the following items because of their potential for PFAS (per- and polyfluoroalkyl substances) contamination: - Personal hygiene products,"Please rate your intention to change your use of the following items because of their potential for PFAS (per- and polyfluoroalkyl substances) contamination: - Household products (fabrics, cleaning products, paints & sealants)",Please rate your intention to change your use of the following items because of their potential for PFAS (per- and polyfluoroalkyl substances) contamination: - Fire extinguishing foams,Please rate your intention to change your use of the following items because of their potential for PFAS (per- and polyfluoroalkyl substances) contamination: - Fertilizers from wastewater treatment plants,Please enter your zip code: - ZIP code,What type of housing is your primary residence? - Selected Choice,What type of housing is your primary residence? - Other (describe): - Text,Do you own or rent your primary residence?,Which best describes your occupation? - Selected Choice,Which best describes your occupation? - Other (describe): - Text,What is your highest level of formal education?,What is your household income before taxes?,"How many people are in your household?
A household is a group of people who share the same residence, including people who may not be related. - Number of people:",opp,transaction_id,Q_TotalDuration,QPMID,Q_BallotBoxStuffing,Q_RelevantIDDuplicate,Q_RecaptchaScore,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,RISN,rid,gc,term,PS,LS
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID33""}","{""ImportId"":""QID26""}","{""ImportId"":""QID22""}","{""ImportId"":""QID36""}","{""ImportId"":""QID38""}","{""ImportId"":""QID38_6_TEXT""}","{""ImportId"":""QID1""}","{""ImportId"":""QID1_3_TEXT""}","{""ImportId"":""QID48""}","{""ImportId"":""QID48_12_TEXT""}","{""ImportId"":""QID40_NPS_GROUP""}","{""ImportId"":""QID40""}","{""ImportId"":""QID41""}","{""ImportId"":""QID41_12_TEXT""}","{""ImportId"":""QID42_1""}","{""ImportId"":""QID42_2""}","{""ImportId"":""QID42_3""}","{""ImportId"":""QID42_4""}","{""ImportId"":""QID42_5""}","{""ImportId"":""QID42_6""}","{""ImportId"":""QID42_7""}","{""ImportId"":""QID42_8""}","{""ImportId"":""QID42_9""}","{""ImportId"":""QID42_10""}","{""ImportId"":""QID43_1""}","{""ImportId"":""QID43_2""}","{""ImportId"":""QID43_3""}","{""ImportId"":""QID43_4""}","{""ImportId"":""QID43_5""}","{""ImportId"":""QID43_6""}","{""ImportId"":""QID43_7""}","{""ImportId"":""QID43_8""}","{""ImportId"":""QID43_9""}","{""ImportId"":""QID43_10""}","{""ImportId"":""QID7_1""}","{""ImportId"":""QID7_2""}","{""ImportId"":""QID7_3""}","{""ImportId"":""QID7_4""}","{""ImportId"":""QID7_5""}","{""ImportId"":""QID7_6""}","{""ImportId"":""QID7_7""}","{""ImportId"":""QID7_8""}","{""ImportId"":""QID7_9""}","{""ImportId"":""QID7_10""}","{""ImportId"":""QID7_11""}","{""ImportId"":""QID7_11_TEXT""}","{""ImportId"":""QID45_1""}","{""ImportId"":""QID45_2""}","{""ImportId"":""QID45_3""}","{""ImportId"":""QID45_4""}","{""ImportId"":""QID45_5""}","{""ImportId"":""QID59_1""}","{""ImportId"":""QID59_2""}","{""ImportId"":""QID59_3""}","{""ImportId"":""QID59_4""}","{""ImportId"":""QID59_5""}","{""ImportId"":""QID59_6""}","{""ImportId"":""QID47_1""}","{""ImportId"":""QID47_2""}","{""ImportId"":""QID47_3""}","{""ImportId"":""QID47_4""}","{""ImportId"":""QID47_5""}","{""ImportId"":""QID47_6""}","{""ImportId"":""QID58""}","{""ImportId"":""QID63""}","{""ImportId"":""QID66_1""}","{""ImportId"":""QID16_1""}","{""ImportId"":""QID16_2""}","{""ImportId"":""QID16_3""}","{""ImportId"":""QID16_4""}","{""ImportId"":""QID16_5""}","{""ImportId"":""QID16_6""}","{""ImportId"":""QID16_7""}","{""ImportId"":""QID16_8""}","{""ImportId"":""QID16_9""}","{""ImportId"":""QID16_10""}","{""ImportId"":""QID16_11""}","{""ImportId"":""QID16_12""}","{""ImportId"":""QID16_13""}","{""ImportId"":""QID52_1""}","{""ImportId"":""QID52_2""}","{""ImportId"":""QID52_3""}","{""ImportId"":""QID52_4""}","{""ImportId"":""QID52_5""}","{""ImportId"":""QID52_6""}","{""ImportId"":""QID52_7""}","{""ImportId"":""QID52_8""}","{""ImportId"":""QID52_9""}","{""ImportId"":""QID52_10""}","{""ImportId"":""QID52_11""}","{""ImportId"":""QID52_12""}","{""ImportId"":""QID52_13""}","{""ImportId"":""QID39_1""}","{""ImportId"":""QID53""}","{""ImportId"":""QID53_7_TEXT""}","{""ImportId"":""QID54""}","{""ImportId"":""QID55""}","{""ImportId"":""QID55_13_TEXT""}","{""ImportId"":""QID56""}","{""ImportId"":""QID57""}","{""ImportId"":""QID65_1""}","{""ImportId"":""opp""}","{""ImportId"":""transaction_id""}","{""ImportId"":""Q_TotalDuration""}","{""ImportId"":""QPMID""}","{""ImportId"":""Q_BallotBoxStuffing""}","{""ImportId"":""Q_RelevantIDDuplicate""}","{""ImportId"":""Q_RecaptchaScore""}","{""ImportId"":""Q_RelevantIDDuplicateScore""}","{""ImportId"":""Q_RelevantIDFraudScore""}","{""ImportId"":""RISN""}","{""ImportId"":""rid""}","{""ImportId"":""gc""}","{""ImportId"":""term""}","{""ImportId"":""PS""}","{""ImportId"":""LS""}"
3/28/2023 10:59,3/28/2023 11:02,IP Address,100,209,TRUE,3/28/2023 11:02,R_3G3BGEINQ39xrrl,anonymous,EN,"I agree, take me to the survey",Female,35 - 44 years old,White or Caucasian,I don't know,,Bottled / prepackaged water,,"Discolored water,Staining of clothes, teeth, or skin,Hardness or scale buildup (high mineral content),Corrosion of pipes or water fixtures,Boil water notice",,Detractor,5,None of the above,,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Na,Not sure,Not sure,Not sure,Not sure,Not sure,No responsibility,No responsibility,No responsibility,No responsibility,No responsibility,No responsibility,Do not trust at all,Do not trust at all,Do not trust at all,Do not trust at all,Do not trust at all,Do not trust at all,Not sure,"I've never heard of it, and don't know what it is",52,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,61846,Prefer not to answer,,Prefer not to answer,Prefer not to answer,,Prefer not to answer,Prefer not to answer,2,Qual27260-1216StephanieGeneralPop,3TpJg09jzLE14IcjHxCpVP,209,73540892,,,,,,,,1,,439,{Invalid Expression}
3/28/2023 11:01,3/28/2023 11:04,IP Address,100,179,TRUE,3/28/2023 11:04,R_DOliWpEKWeAyghP,anonymous,EN,"I agree, take me to the survey",Male,25 - 34 years old,Asian,"Private supply - private well, river, pond, lake",,Filtered tap water,,Odd taste,,Detractor,5,"Pathogens (bacteria, viruses, amoebas)",,Not at all familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Very familiar,Extremely familiar,Moderately familiar,Very familiar,Moderately familiar,Moderately concerned,Very concerned,Slightly concerned,Slightly concerned,Moderately concerned,Slightly concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Sometimes,Sometimes,Occasionally,Occasionally,Sometimes,Sometimes,Sometimes,Often,Never,Sometimes,Occasionally,,Plan to do this,Plan to do this,Might do this,Plan to do this,Might do this,Most responsibility,Moderate responsibility,Moderate responsibility,Moderate responsibility,Moderate responsibility,Moderate responsibility,Mostly trust,Moderately trust,Do not trust at all,Somewhat trust,Do not trust at all,Somewhat trust,No,I think I know what it is,88,Very familiar,Moderately familiar,Moderately familiar,Moderately familiar,Very familiar,Very familiar,Moderately familiar,Moderately familiar,Extremely familiar,Moderately familiar,Moderately familiar,Moderately familiar,Very familiar,Not sure,Might change,Might change,Might change,Planning to change,Have already changed,Planning to change,Planning to change,Might change,Have already changed,Might change,Planning to change,Planning to change,72001,Townhouse / duplex,,Rent,Entertainment,,Bachelor's degree,"$50,000 - 74,999",5,Qual27260-1216StephanieGeneralPop,53C3TUPf46dkluy337nr3P,179,73540892,,,,,,,,1,,439,{Invalid Expression}
3/28/2023 11:04,3/28/2023 11:07,IP Address,100,181,TRUE,3/28/2023 11:07,R_2wQDTAUEgqq6lUQ,anonymous,EN,"I agree, take me to the survey",Female,45 - 54 years old,White or Caucasian,Public supply - rural water district,,Filtered tap water,,Boil water notice,,Passive,8,None of the above,,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,Not sure,Not sure,Not sure,Not sure,Not sure,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Fully trust,Fully trust,Fully trust,Fully trust,Fully trust,Fully trust,No,I think I know what it is,92,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,62016,Townhouse / duplex,,Own,Food service,,Prefer not to answer,"Less than $25,000",1,Qual27260-1216StephanieGeneralPop,0zluwYUgdCpNtY85luM4S2,181,73540892,,,,,,,,1,,439,{Invalid Expression}
3/28/2023 11:04,3/28/2023 11:09,IP Address,100,332,TRUE,3/28/2023 11:09,R_5aPjKtr7nwylAKl,anonymous,EN,"I agree, take me to the survey",Female,65+ years old,White or Caucasian,Public supply - rural water district,,Filtered tap water,,None of the above,,Detractor,5,None of the above,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Might do this,Might do this,Will never do this,Might do this,Will never do this,Moderate responsibility,Moderate responsibility,Moderate responsibility,Moderate responsibility,Full responsibility,Most responsibility,Moderately trust,Moderately trust,Moderately trust,Moderately trust,Do not trust at all,Moderately trust,No,"I've never heard of it, and don't know what it is",51,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Will never change,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,12477,Apartment building with 4 or fewer units,,Rent,Other (describe):,disabled,High school graduate / GED,"Less than $25,000",1,Qual27260-1216StephanieGeneralPop,2O4kM9ZeFv2Gj6jgky8J5M,332,73540892,,,,,,,,1,,439,{Invalid Expression}
3/28/2023 11:03,3/28/2023 11:10,IP Address,100,389,TRUE,3/28/2023 11:10,R_tK8CfZCaSaedTZD,anonymous,EN,"I agree, take me to the survey",Female,18 - 24 years old,White or Caucasian,Public supply - rural water district,,Bottled / prepackaged water,,None of the above,,Passive,8,None of the above,,Not at all familiar,Slightly familiar,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Not at all familiar,Very familiar,Not at all concerned,Slightly concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Sometimes,Never,Never,Never,,Currently doing this,Might do this,Might do this,Plan to do this,Might do this,Moderate responsibility,Most responsibility,Moderate responsibility,Most responsibility,Most responsibility,Some responsibility,Somewhat trust,Somewhat trust,Somewhat trust,Moderately trust,Moderately trust,Mostly trust,No,I think I know what it is,57,Very familiar,Moderately familiar,Slightly familiar,Extremely familiar,Extremely familiar,Moderately familiar,Moderately familiar,Moderately familiar,Slightly familiar,Extremely familiar,Moderately familiar,Not at all familiar,Not at all familiar,Might change,Planning to change,Might change,Not sure,Not sure,Planning to change,Not sure,Not sure,Might change,Might change,Might change,Not sure,Not sure,43017,Single family house,,Rent,Unemployed,,Master's degree,"$25,000 - 49,999",3,Qual27260-1216StephanieGeneralPop,6D963KiNcwArx3rNv7JALS,389,73540892,,,,,,,,1,,439,{Invalid Expression}
3/28/2023 11:04,3/28/2023 11:10,IP Address,100,340,TRUE,3/28/2023 11:10,R_2dEKxe0XlZPhNce,anonymous,EN,"I agree, take me to the survey",Female,45 - 54 years old,"Asian,White or Caucasian",Public supply - rural water district,,Bottled / prepackaged water,,"Odd smell,Boil water notice",,Detractor,2,None of the above,,Not at all familiar,Slightly familiar,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Very familiar,Very familiar,Moderately familiar,Slightly familiar,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Sometimes,Never,Sometimes,Never,Sometimes,Never,Often,Never,Never,Always,Sometimes,Landlord ,Currently doing this,Plan to do this,Might do this,Plan to do this,Not sure,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Moderate responsibility,Some responsibility,Do not trust at all,Do not trust at all,Do not trust at all,Moderately trust,Somewhat trust,Fully trust,Not sure,"I've never heard of it, and don't know what it is",92,Not at all familiar,Slightly familiar,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Have already changed,Planning to change,Might change,Might change,Might change,Not sure,Not sure,Planning to change,Planning to change,Not sure,Not sure,Not sure,Not sure,40353,Apartment building with more than 4 units,,Rent,Unemployed,,Other,"$25,000 - 49,999",2,Qual27260-1216StephanieGeneralPop,6Bw9ihTJ8kRN791mzfWx29,340,73540892,,,,,,,,1,,439,{Invalid Expression}
3/28/2023 11:03,3/28/2023 11:11,IP Address,100,463,TRUE,3/28/2023 11:11,R_2bVNQGX3gPfdRby,anonymous,EN,"I agree, take me to the survey",Female,35 - 44 years old,White or Caucasian,I don't know,,Filtered tap water,,None of the above,,Detractor,5,None of the above,,Moderately familiar,Moderately familiar,Very familiar,Very familiar,Moderately familiar,Very familiar,Very familiar,Slightly familiar,Moderately familiar,Moderately familiar,Very concerned,Slightly concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Slightly concerned,Moderately concerned,Moderately concerned,Occasionally,Occasionally,Occasionally,Sometimes,Occasionally,Sometimes,Occasionally,Sometimes,Occasionally,Sometimes,Occasionally,,Currently doing this,Might do this,Plan to do this,Plan to do this,Currently doing this,Moderate responsibility,Moderate responsibility,Moderate responsibility,Some responsibility,Moderate responsibility,Moderate responsibility,Mostly trust,Moderately trust,Somewhat trust,Do not trust at all,Do not trust at all,Moderately trust,Not sure,"I've heard of it or seen it somewhere, but don't know what it is",45,Moderately familiar,Moderately familiar,Very familiar,Very familiar,Very familiar,Moderately familiar,Slightly familiar,Moderately familiar,Very familiar,Moderately familiar,Moderately familiar,Very familiar,Very familiar,Planning to change,Planning to change,Might change,Might change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,49660,Single family house,,Own,Utilities,,Master's degree,"$25,000 - 49,999",4,Qual27260-1216StephanieGeneralPop,45G3P9prFAUzTGIAzvPw2E,463,73540892,,,,,,,,1,,439,{Invalid Expression}
3/28/2023 11:05,3/28/2023 11:13,IP Address,100,480,TRUE,3/28/2023 11:13,R_30ktqhRBiAeddDC,anonymous,EN,"I agree, take me to the survey",Female,35 - 44 years old,White or Caucasian,Public supply - municipal,,Bottled / prepackaged water,,None of the above,,Detractor,6,"Heavy metals (lead, arsenic, mercury, etc.)",,Not at all familiar,Moderately familiar,Extremely familiar,Very familiar,Slightly familiar,Moderately familiar,Extremely familiar,Extremely familiar,Slightly familiar,Not at all familiar,Moderately concerned,Not at all concerned,Very concerned,Very concerned,Moderately concerned,Moderately concerned,Not at all concerned,Slightly concerned,Slightly concerned,Slightly concerned,Always,Always,Always,Never,Never,Occasionally,Always,Never,Sometimes,Sometimes,Never,,Plan to do this,Plan to do this,Plan to do this,Currently doing this,Not sure,Most responsibility,Moderate responsibility,Most responsibility,Full responsibility,Full responsibility,Some responsibility,Somewhat trust,Somewhat trust,Mostly trust,Mostly trust,Moderately trust,Fully trust,Not sure,I think I know what it is,62,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Moderately familiar,Extremely familiar,Extremely familiar,Extremely familiar,Very familiar,Not at all familiar,Extremely familiar,Moderately familiar,Might change,Have already changed,Have already changed,Not sure,Not sure,Have already changed,Planning to change,Not sure,Have already changed,Will never change,Not sure,Have already changed,Not sure,14220,Single family house,,Own,Hospitality,,High school graduate / GED,"$75,000 - 99,999",5,Qual27260-1216StephanieGeneralPop,5UF9wqmNLmmP6xazrpKEfv,480,73540892,,,,,,,,1,,439,{Invalid Expression}
